Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Standard Deviation
01 01 2018 07:20,1024.47802734375,7.0685977935791,1047.17023059277,229.933197021484,0.0393821550839826
01 01 2018 07:30,1009.53399658203,6.93829584121704,988.451940715539,230.13670349121,0.7126779856598351
01 01 2018 07:40,899.492980957031,6.53668785095214,820.416658585943,234.933807373046,1.4090567867580186
01 01 2018 07:50,725.110107421875,6.18062496185302,686.636942163399,232.837905883789,0.0582835690234009
01 01 2018 08:00,585.259399414062,5.81682586669921,564.927659543473,240.328796386718,0.6386154658887156
01 01 2018 08:10,443.913909912109,5.45015096664428,454.773587146918,238.12629699707,0.6956184827546708
01 01 2018 08:20,565.253784179687,5.81814908981323,565.349093224668,235.80029296875,1.118826626859454
01 01 2018 08:30,644.037780761718,6.13027286529541,668.823569309414,224.958694458007,1.3993028190738148
01 01 2018 08:40,712.058898925781,6.34707784652709,747.460673422601,216.803894042968,0.0553116241923557
01 01 2018 08:50,737.394775390625,6.34743690490722,747.595109122642,205.785293579101,0.7378730670769378
01 01 2018 09:00,725.868103027343,6.19436883926391,691.546334303948,199.848495483398,0.53294330991331
01 01 2018 09:10,408.997406005859,4.97719812393188,330.417630427964,207.997802734375,0.0567650903871337
01 01 2018 09:20,628.436828613281,5.95911121368408,611.283836510667,210.954895019531,0.3086207383142811
01 01 2018 09:30,716.1005859375,6.21137619018554,697.649474372052,215.69400024414,1.0000403848764132
01 01 2018 09:40,711.49560546875,6.11145305633544,662.235163012206,220.84260559082,0.230768398888867
01 01 2018 09:50,838.151916503906,6.45632219314575,789.011422412419,237.065307617187,0.8533468989424212
01 01 2018 10:00,881.062072753906,6.66665792465209,872.739625855708,235.667495727539,0.9211781157580524
01 01 2018 10:10,663.703125,6.16287899017333,680.327891653483,229.329696655273,0.6969722755217737
01 01 2018 10:20,578.261596679687,6.01316785812377,628.442560754699,234.900604248046,0.946398651881084
01 01 2018 10:30,465.620086669921,5.56120300292968,486.779567601972,230.422805786132,0.9130843730854208
01 01 2018 10:40,311.050903320312,4.96073198318481,326.411025380213,229.537506103515,0.9782144062445312
01 01 2018 10:50,230.05549621582,4.60387516021728,244.31624421611,231.79849243164,0.8124445006343355
01 01 2018 11:00,233.990600585937,4.55453395843505,233.632780531927,234.105606079101,0.6134397454480054
01 01 2018 11:10,175.592193603515,4.26362895965576,173.573663122312,228.776702880859,0.4536328575448886
01 01 2018 11:20,118.133102416992,3.89413905143737,108.571221110423,227.938995361328,1.109525901988501
01 01 2018 11:30,142.202499389648,4.03876113891601,130.229989593698,224.46499633789,0.9618393838164374
01 01 2018 11:40,212.566192626953,4.50565099716186,223.196784083793,224.950500488281,1.2563223385794973
01 01 2018 11:50,222.610000610351,4.54339790344238,231.242507343633,229.12759399414,0.5727435477561478
01 01 2018 12:00,194.181198120117,4.32376098632812,185.598479588255,227.039993286132,0.1167789190827564
01 01 2018 12:10,82.6407470703125,3.63443708419799,68.5028197987886,230.31460571289,0.6803962537954245
01 01 2018 12:20,75.8952178955078,3.70551204681396,78.3961653540173,233.953292846679,0.5159022613838596
01 01 2018 12:30,41.9472389221191,3.25396800041198,29.2869556318446,233.06590270996,0.6097339700408674
01 01 2018 12:40,118.534599304199,3.77513694763183,88.8713653309387,227.753494262695,0.7600816150945006
01 01 2018 12:50,250.755905151367,4.69350099563598,264.119257409418,229.896606445312,1.3125394500772187
01 01 2018 13:00,346.86441040039,5.00293922424316,336.721998240131,235.279495239257,0.1474917309220835
01 01 2018 13:10,416.417907714843,5.36474990844726,430.92108895689,235.585296630859,0.2901731522628594
01 01 2018 13:20,331.941497802734,5.01618194580078,339.984940156412,229.942901611328,0.0560594800991676
01 01 2018 13:30,583.479919433593,5.97040796279907,615.05563084927,235.69529724121,0.1476737825774264
01 01 2018 13:40,776.552673339843,6.6555209159851,868.180844867276,241.457397460937,0.9588029790363496
01 01 2018 13:50,752.726379394531,6.60090398788452,846.029409522117,242.782104492187,0.3118480204674446
01 01 2018 14:00,589.073120117187,5.98137807846069,618.731442665699,234.984405517578,0.7855177196402995
01 01 2018 14:10,1109.12805175781,7.42459392547607,1219.19978672882,235.14729309082,0.1093755088823019
01 01 2018 14:20,1482.4599609375,8.18645191192626,1638.50890923271,238.479095458984,1.0243935986583377
01 01 2018 14:30,1523.43005371093,8.27493000030517,1691.1470390233,237.033203125,0.2068746981597369
01 01 2018 14:40,1572.17004394531,8.44920253753662,1796.76309010091,238.332397460937,0.1346010536266113
01 01 2018 14:50,1698.93994140625,8.5759744644165,1875.04719734159,235.641403198242,0.1300870016078578
01 01 2018 15:00,1616.84594726562,8.28225994110107,1695.53877696245,236.461395263671,0.2264942637954881
01 01 2018 15:10,1796.82397460937,8.73455238342285,1974.47580025242,234.354797363281,0.7360578441014223
01 01 2018 15:20,1885.86096191406,8.76410388946533,1993.17071186444,231.001602172851,0.2732729049441482
01 01 2018 15:30,2327.51196289062,9.66943168640136,2568.82712862015,227.60009765625,1.4553375312026682
01 01 2018 15:40,2499.162109375,10.1410903930664,2876.75361614448,227.73159790039,1.2233108833356738
01 01 2018 15:50,2820.51293945312,10.7724199295043,3186.02988321436,225.276397705078,0.3739450004575877
01 01 2018 16:00,2812.27905273437,10.6475200653076,3133.25922420184,224.680603027343,1.2691765572619085
01 01 2018 16:10,2530.44702148437,9.98266124725341,2781.27404078649,225.519500732421,1.1742135769284443
01 01 2018 16:20,2399.12109375,9.87438583374023,2711.49245838958,227.273803710937,0.5641778783737901
01 01 2018 16:30,2335.587890625,9.78547954559326,2651.34100928894,229.255493164062,0.2532344929776285
01 01 2018 16:40,2341.13305664062,9.61423206329345,2527.94545109623,230.736892700195,0.5499429097265816
01 01 2018 16:50,2391.84790039062,9.61850452423095,2531.14793986697,229.490798950195,0.2090297973691747
01 01 2018 17:00,2118.38989257812,9.09868335723876,2207.79281988587,223.960906982421,0.0686496656913225
01 01 2018 17:10,1866.84594726562,8.67742538452148,1938.47860120954,219.793701171875,1.1057439451287778
01 01 2018 17:20,1865.61901855468,8.77489852905273,2000.01171622122,219.04490661621,1.1682969074759637
01 01 2018 17:30,1862.44799804687,8.68998146057128,1946.37395530494,215.335205078125,0.6339542313551181
01 01 2018 17:40,1884.11901855468,8.63107395172119,1909.41625571088,216.279998779296,0.317459537809942
01 01 2018 17:50,1855.77697753906,8.61456966400146,1899.10073381649,214.529098510742,0.7867688341225587
01 01 2018 18:00,1958.13305664062,9.218843460083,2285.9170315439,212.179901123046,0.5116180433994545
01 01 2018 18:10,2228.24291992187,10.0495195388793,2822.50948979838,210.30859375,1.0071226820165071
01 01 2018 18:20,2529.291015625,10.3187103271484,2974.86679599312,210.588104248046,1.0530276806026868
01 01 2018 18:30,2788.25708007812,10.7667598724365,3183.72245968391,207.481399536132,0.950597898488542
01 01 2018 18:40,2692.92993164062,10.558250427246,3093.1106721875,208.551895141601,0.4658162465989526
01 01 2018 18:50,2535.35302734375,10.2507200241088,2938.39460689531,208.010696411132,1.2143843337813516
01 01 2018 19:00,2584.6650390625,10.4647703170776,3048.82383278559,205.752899169921,0.5746404012160384
01 01 2018 19:10,2960.18310546875,11.3907804489135,3393.64554116411,200.654296875,1.297746504778453
01 01 2018 19:20,3062.97802734375,11.5655403137207,3437.59713457272,198.124298095703,0.2384548396615272
01 01 2018 19:30,3024.39208984375,11.280249595642,3362.66874184888,198.538192749023,1.2305093351030725
01 01 2018 19:40,3187.97290039062,11.3367795944213,3378.82627083958,200.490402221679,1.2780720548920463
01 01 2018 19:50,3387.22802734375,11.8046398162841,3488.24849124087,199.24690246582,1.135425229568188
01 01 2018 20:00,3209.01806640625,11.3635396957397,3386.24448582472,199.80549621582,0.9952238774148572
01 01 2018 20:10,3272.6650390625,11.6325902938842,3452.88110782365,198.267700195312,0.8104839687525435
01 01 2018 20:20,3209.69897460937,11.4447603225708,3407.86787605817,195.632003784179,1.2210684800179967
01 01 2018 20:30,3134.51806640625,11.2719001770019,3360.22577475203,196.661102294921,0.3107629867404746
01 01 2018 20:40,2977.82495117187,11.0590095520019,3292.88092490873,196.515899658203,0.1196894039361907
01 01 2018 20:50,3431.77294921875,12.1037797927856,3537.17370631569,198.257003784179,0.4293639049028483
01 01 2018 21:00,3604.2099609375,12.9281396865844,3597.46946747004,201.582595825195,0.2582503793290384
01 01 2018 21:10,3601.32788085937,13.3194198608398,3600.0,201.942199707031,0.0859460059440685
01 01 2018 21:20,3604.42602539062,13.1215200424194,3600.0,203.50779724121,0.5607508140327614
01 01 2018 21:30,3604.39111328125,13.2354497909545,3600.0,202.692993164062,1.3846411401738743
01 01 2018 21:40,3604.337890625,13.2358999252319,3600.0,202.936294555664,0.1906276630203034
01 01 2018 21:50,3554.68798828125,13.0295600891113,3600.0,201.25390625,0.2771313381349521
01 01 2018 22:00,3479.40795898437,12.963939666748,3597.79463518254,201.340896606445,0.4327107318967341
01 01 2018 22:10,3472.3330078125,12.9029502868652,3597.13105990188,200.979507446289,1.1784178590868155
01 01 2018 22:20,3491.51098632812,12.7663402557373,3593.70494203457,200.996002197265,0.4821079545827765
01 01 2018 22:30,3536.98901367187,12.8983497619628,3597.0594486071,200.514205932617,0.0011678273711883
01 01 2018 22:40,3528.65893554687,12.7421102523803,3592.81431300069,202.895294189453,0.17223061545975
01 01 2018 22:50,3581.5400390625,12.318260192871,3562.99009479352,202.841094970703,1.217071735714345
01 01 2018 23:00,3570.0791015625,12.418809890747,3572.55614292551,202.411804199218,0.2833190333976659
01 01 2018 23:10,3597.60400390625,12.5429897308349,3582.20464281071,201.625305175781,0.7994508450141016
01 01 2018 23:20,3441.02587890625,12.6759996414184,3589.94563404896,199.32209777832,1.4889308363906186
01 01 2018 23:30,3373.96997070312,13.0030498504638,3600.0,197.130706787109,0.0241174987762891
01 01 2018 23:40,3369.81298828125,13.2976703643798,3600.0,196.493606567382,1.424338266432145
01 01 2018 23:50,3375.90307617187,12.8440599441528,3595.98479162144,195.315002441406,0.8796785299011094
02 01 2018 00:00,3377.64990234375,12.7053899765014,3591.30046108295,196.042205810546,0.4252127775197119
02 01 2018 00:10,3374.42309570312,12.1833600997924,3547.62765509484,197.743896484375,0.3693741445249323
02 01 2018 00:20,3401.0810546875,12.2051401138305,3550.30722235787,196.808807373046,0.3773148526698333
02 01 2018 00:30,3469.412109375,12.6018800735473,3585.95918141078,193.815704345703,0.0010535949552037
02 01 2018 00:40,3511.80908203125,12.8445501327514,3595.9963935586,194.346603393554,0.0953832812510827
02 01 2018 00:50,3536.75903320312,12.4970598220825,3578.91155469034,196.009201049804,0.8266520524942085
02 01 2018 01:00,3467.80810546875,12.0960702896118,3536.10513948266,197.952697753906,1.2908293925732788
02 01 2018 01:10,3460.67700195312,12.1961202621459,3549.20691711024,201.330307006835,0.2482023727352469
02 01 2018 01:20,3589.44311523437,12.5503501892089,3582.70255395235,201.188201904296,0.1070588032937721
02 01 2018 01:30,3527.71899414062,12.6156702041625,3586.76296687567,202.623596191406,1.1647633894622058
02 01 2018 01:40,3561.26708984375,13.102780342102,3600.0,201.7666015625,0.6978629520600927
02 01 2018 01:50,3604.06811523437,13.6877498626708,3600.0,199.019500732421,0.3916043995899264
02 01 2018 02:00,3604.17602539062,14.1024198532104,3600.0,196.25520324707,0.1877047691471723
02 01 2018 02:10,3593.20092773437,14.3933095932006,3600.0,195.879898071289,1.3198820764751775
02 01 2018 02:20,3493.82104492187,14.0795497894287,3600.0,197.640304565429,1.4678496578973637
02 01 2018 02:30,3470.70190429687,14.0544004440307,3600.0,197.244796752929,1.189297764683484
02 01 2018 02:40,3436.61010742187,13.5124702453613,3600.0,195.995407104492,0.0121481963124911
02 01 2018 02:50,3401.455078125,13.7100496292114,3600.0,192.419799804687,1.0926906133834913
02 01 2018 03:00,3395.23291015625,13.7423295974731,3600.0,191.013702392578,0.5533076629926305
02 01 2018 03:10,3417.50390625,13.1418600082397,3600.0,192.204696655273,0.3288566232909346
02 01 2018 03:20,3465.10888671875,12.8677101135253,3596.50506006828,192.771697998046,0.0611170759544155
02 01 2018 03:30,3467.41796875,12.8472700119018,3596.06013842223,192.470504760742,0.4858933043004811
02 01 2018 03:40,3522.40698242187,12.7321100234985,3592.42166638681,192.567901611328,0.6427499179422942
02 01 2018 03:50,3510.10791015625,12.5162000656127,3580.32294087044,194.999206542968,0.4314747201056356
02 01 2018 04:00,3513.84497070312,12.5986604690551,3585.76741417889,196.042297363281,0.2302688390712169
02 01 2018 04:10,3564.00805664062,13.2303199768066,3600.0,196.408798217773,0.0553162204580224
02 01 2018 04:20,3475.27807617187,13.0946702957153,3600.0,198.524993896484,0.0790551991775319
02 01 2018 04:30,3561.99096679687,12.9168796539306,3597.32940721254,198.010101318359,0.1105061245275289
02 01 2018 04:40,3521.55493164062,12.6335496902465,3587.76274105689,197.663497924804,0.6010292066437026
02 01 2018 04:50,3493.60791015625,12.8256702423095,3595.52445712704,201.104095458984,0.5856274688886889
02 01 2018 05:00,3555.30493164062,12.5416202545166,3582.11109582746,200.363403320312,0.813898910834864
02 01 2018 05:10,3377.1279296875,12.1049699783325,3537.33778647827,196.982696533203,0.2965561076419405
02 01 2018 05:20,3479.626953125,12.3625001907348,3567.3947065774,199.798995971679,0.445000831043261
02 01 2018 05:30,3539.11206054687,12.6039104461669,3586.07931541404,201.270294189453,1.3909611076333523
02 01 2018 05:40,3430.43603515625,12.2122201919555,3551.16161586499,198.984603881835,0.1456358628783005
02 01 2018 05:50,3301.91796875,11.9876203536987,3520.01183131278,202.571197509765,0.1925835825478848
02 01 2018 06:00,3235.5439453125,11.6793298721313,3463.03160296846,200.703506469726,0.7075265277811834
02 01 2018 06:10,3519.02294921875,12.4697198867797,3576.79825403164,197.873397827148,1.4026738946773316
02 01 2018 06:20,3469.537109375,12.4948997497558,3578.74875641323,201.101104736328,1.292903670725536
02 01 2018 06:30,3296.18603515625,11.7898302078247,3485.41764275903,200.35659790039,1.425299547892741
02 01 2018 06:40,3045.51000976562,10.9035501480102,3237.31495707518,199.462905883789,1.3129865265342135
02 01 2018 06:50,3444.74194335937,12.1880798339843,3548.2148951824,202.746002197265,1.314462372146558
02 01 2018 07:00,3417.74609375,11.9781303405761,3518.50824711723,199.402206420898,1.1492970359791996
02 01 2018 07:10,2807.61303710937,10.6744699478149,3144.97729527041,197.229705810546,0.6393192612180254
02 01 2018 07:20,2493.39306640625,9.69664669036865,2588.59195963497,200.319198608398,0.8664417181445374
02 01 2018 07:30,3215.19604492187,11.4175901412963,3400.7825082287,200.488204956054,0.5566690246282944
02 01 2018 07:40,3589.59008789062,12.6892700195312,3590.57317508054,199.528106689453,0.9888576252980495
02 01 2018 07:50,3599.14990234375,13.0586004257202,3600.0,200.607803344726,1.208279678853514
02 01 2018 08:00,3375.17700195312,11.5208196640014,3426.92247226978,195.854705810546,0.8531750204261482
02 01 2018 08:10,3346.98095703125,11.5123100280761,3424.84718980505,197.746704101562,0.5907463267353332
02 01 2018 08:20,3567.96704101562,12.4162998199462,3572.33660315256,199.163803100585,1.3816486063587172
02 01 2018 08:30,3519.26489257812,12.1601495742797,3544.6866079077,198.396896362304,0.7650240458771103
02 01 2018 08:40,3485.19189453125,11.6710796356201,3461.26966600913,194.656997680664,0.7986463600092637
02 01 2018 08:50,3145.56298828125,11.1458597183227,3321.54569566872,195.83250427246,1.0932277780147968
02 01 2018 09:00,2978.31005859375,10.7728996276855,3186.225079135,193.17039489746,0.1962328335007504
02 01 2018 09:10,3179.00805664062,10.929759979248,3247.07461994401,195.099700927734,0.8100173722550509
02 01 2018 09:20,3461.5810546875,12.1400604248046,3542.06950150575,198.294799804687,1.148107932104901
02 01 2018 09:30,3082.54907226562,11.1955604553222,3337.20522482988,200.757003784179,0.3599716014025878
02 01 2018 09:40,3493.65795898437,12.9486904144287,3597.67844568445,204.080596923828,1.4611328947877409
02 01 2018 09:50,3601.0458984375,14.8794298171997,3600.0,197.594299316406,0.0718791306644663
02 01 2018 10:00,3597.56494140625,15.124059677124,3600.0,196.345596313476,0.3254484620647648
02 01 2018 10:10,3602.17211914062,16.2936706542968,3600.0,196.836700439453,0.715862154958316
02 01 2018 10:20,3601.99291992187,16.1239795684814,3600.0,192.230606079101,0.88822496710561
02 01 2018 10:30,3600.791015625,15.2746000289916,3600.0,190.949295043945,0.4226514128077335
02 01 2018 10:40,3590.75,13.56672000885,3600.0,192.945602416992,0.2038378497481547
02 01 2018 10:50,3601.84594726562,15.3677997589111,3600.0,194.752807617187,0.1195326058271958
02 01 2018 11:00,3601.8701171875,15.8617496490478,3600.0,195.040298461914,0.2848240035532545
02 01 2018 11:10,3591.65502929687,14.9205102920532,3600.0,197.989593505859,0.6627919191934368
02 01 2018 11:20,3579.02490234375,13.6085300445556,3600.0,201.494506835937,1.2457689170360062
02 01 2018 11:30,3598.13110351562,14.4638595581054,3600.0,200.488403320312,0.0059608063980107
02 01 2018 11:40,3525.3330078125,12.6882896423339,3590.52770532539,202.225997924804,1.2348489706778971
02 01 2018 11:50,3560.69995117187,13.556900024414,3600.0,202.153594970703,0.0147279667256513
02 01 2018 12:00,3537.67602539062,13.3228101730346,3600.0,203.289398193359,0.9783483460752456
02 01 2018 12:10,3491.291015625,12.6070098876953,3586.26151221851,201.093704223632,0.3821771872898018
02 01 2018 12:20,3530.76611328125,12.3147602081298,3562.62840432461,197.54409790039,0.7465881306098561
02 01 2018 12:30,2915.83911132812,10.3801898956298,3006.71766997446,200.919799804687,0.5355580339359548
02 01 2018 12:40,2178.65893554687,9.11702919006347,2219.69198514598,201.024505615234,0.933067875250805
02 01 2018 12:50,2244.412109375,9.25319099426269,2308.32252649044,198.975997924804,0.5970467086211768
02 01 2018 13:00,1278.89501953125,9.0723066329956,2190.70476314143,198.236404418945,0.6923452866104922
02 01 2018 13:10,2832.93408203125,10.344630241394,2988.42459866748,196.647201538085,0.1184284758513593
02 01 2018 13:20,3205.97290039062,11.1033096313476,3307.71074030315,200.146499633789,1.2127254608461535
02 01 2018 13:30,3149.28491210937,11.069109916687,3296.30064173281,198.89680480957,1.4730690136161972
02 01 2018 13:40,3273.65600585937,11.325810432434,3375.74290100659,201.144607543945,1.0640617148921658
02 01 2018 13:50,3114.09912109375,11.0151395797729,3277.76115213776,204.927200317382,0.6112303800407813
02 01 2018 14:00,3111.06005859375,10.907259941101,3238.7061584522,204.81379699707,1.4816114656478412
02 01 2018 14:10,3361.01196289062,11.7694101333618,3481.44923036851,209.778594970703,1.0019778201935634
02 01 2018 14:20,3421.419921875,11.8748302459716,3501.13034592277,209.600601196289,0.7331463342770888
02 01 2018 14:30,3520.14892578125,12.1692600250244,3545.851554985,208.318099975585,0.9173465430620515
02 01 2018 14:40,3589.42700195312,12.8206195831298,3595.38946602459,211.18179321289,0.4607530580807935
02 01 2018 14:50,3495.11596679687,12.5716199874877,3584.0953070974,209.464706420898,0.3091082991885796
02 01 2018 15:00,3298.76196289062,11.399299621582,3395.92916518786,205.625,0.2505576195051332
02 01 2018 15:10,2894.44091796875,10.5454301834106,3087.17433373743,200.610702514648,0.6939754229267573
02 01 2018 15:20,3486.62890625,12.3093299865722,3562.06338880745,202.056198120117,1.029750881280682
02 01 2018 15:30,3455.2470703125,12.1683197021484,3545.73194798009,203.720703125,0.3752090350308959
02 01 2018 15:40,3556.78588867187,12.2870798110961,3559.69920327527,204.608596801757,0.0895445762345307
02 01 2018 15:50,3375.58203125,12.0131902694702,3523.98620914655,201.741500854492,0.630165246166243
02 01 2018 16:00,3493.97900390625,12.2135295867919,3551.31873448443,201.715606689453,1.0633066694589424
02 01 2018 16:10,3549.14794921875,12.9377403259277,3597.57459015449,199.968505859375,0.480484355336465
02 01 2018 16:20,3483.31591796875,13.6694202423095,3600.0,203.870697021484,1.404354553740442
02 01 2018 16:30,3589.85888671875,13.6978597640991,3600.0,204.802307128906,1.2061605353572111
02 01 2018 16:40,3584.23510742187,12.7583599090576,3593.42108884215,202.650802612304,0.6500833158326049
02 01 2018 16:50,3599.00805664062,12.7651796340942,3593.66423795296,201.257095336914,0.330941731993317
02 01 2018 17:00,3602.63793945312,13.0772199630737,3600.0,203.440704345703,0.0568076223668427
02 01 2018 17:10,3550.56396484375,12.593409538269,3585.45131707174,205.153503417968,0.0576923430861858
02 01 2018 17:20,3552.78295898437,12.5136699676513,3580.13958133505,205.008193969726,1.2271758777364965
02 01 2018 17:30,3585.01098632812,12.534399986267,3581.61318305151,204.120300292968,0.8303632889521905
02 01 2018 17:40,3421.17602539062,11.9644298553466,3516.31020021473,201.998901367187,0.4952292585926472
02 01 2018 17:50,3406.0400390625,11.9457702636718,3513.26434859883,194.378692626953,1.2113653406739433
02 01 2018 18:00,3515.61010742187,12.2070798873901,3550.54211738128,189.523803710937,1.333234561376556
02 01 2018 18:10,3515.96508789062,12.2751502990722,3558.39906800035,190.579498291015,1.0588569524209128
02 01 2018 18:20,3475.4189453125,12.7226400375366,3592.03630693273,187.612503051757,1.300284381970759
02 01 2018 18:30,3471.15698242187,12.2653703689575,3557.31619028323,189.437194824218,0.212883722711059
02 01 2018 18:40,3281.7548828125,11.7036895751953,3468.15991321422,192.261901855468,0.2462591446274714
02 01 2018 18:50,2955.11499023437,10.9635295867919,3259.41290546653,190.457199096679,0.6779723479928763
02 01 2018 19:00,3061.73510742187,11.2979698181152,3367.8051386683,192.858200073242,0.8311074739529354
02 01 2018 19:10,2679.11010742187,10.6659498214721,3141.29261131238,194.084396362304,0.2963931232456782
02 01 2018 19:20,2721.0810546875,10.8332901000976,3210.35060075426,195.201797485351,0.580407457101869
02 01 2018 19:30,2649.13696289062,10.5783700942993,3102.33999824069,195.343200683593,0.2729049051547474
02 01 2018 19:40,2707.74291992187,10.3885402679443,3010.96227906629,201.797698974609,1.3168020856555371
02 01 2018 19:50,2508.83203125,10.0804195404052,2841.09942231867,204.207397460937,1.4334072398628048
02 01 2018 20:00,2316.64794921875,9.83873844146728,2687.68808162899,199.747406005859,1.278152159854992
02 01 2018 20:10,3081.54296875,11.4399995803833,3406.63706435351,200.240295410156,0.5820061684285751
02 01 2018 20:20,3397.63891601562,11.9440298080444,3512.97717205074,201.166397094726,0.4859642265963907
02 01 2018 20:30,3391.71606445312,11.8592901229858,3498.35399407939,201.71060180664,0.4196541637763389
02 01 2018 20:40,3587.51098632812,12.8114795684814,3595.1357821697,201.348495483398,0.7879750186268133
02 01 2018 20:50,3603.11206054687,12.9135398864746,3597.28438052126,201.676895141601,1.227756728775618
02 01 2018 21:00,3591.09301757812,12.7283201217651,3592.26902604332,202.413299560546,1.3839914101160251
02 01 2018 21:10,3221.044921875,11.6635799407958,3459.65697188092,202.661895751953,0.913248937118342
02 01 2018 21:20,2887.73388671875,11.095230102539,3305.03861196709,204.061203002929,0.4510766699108838
02 01 2018 21:30,2364.53491210937,10.1609497070312,2888.1834694536,203.337905883789,0.3387420390497818
02 01 2018 21:40,1935.84704589843,9.20241546630859,2275.21144803516,197.801300048828,0.5937875878080183
02 01 2018 21:50,1549.48095703125,8.53928470611572,1852.27385123011,195.506103515625,0.0210530360403264
02 01 2018 22:00,1625.75598144531,8.80914115905761,2021.75423914516,187.484603881835,1.0107808774600309
02 01 2018 22:10,1994.22204589843,9.60846042633056,2523.60897951622,188.023895263671,0.7401711867866695
